credit_profile_id,cust_account_id,credit_limit,currency_code,payment_terms,risk_level,risk_score,overdue_tolerance_days,credit_hold_flag,review_date,effective_start_date,effective_end_date,status,created_date,last_update_date
700000147,300000147,66877.83,CNY,NET90,MEDIUM,48.23,30,N,2024-09-07 11:25:00,2024-09-07 11:25:00,,ACTIVE,2024-09-07 11:25:00,2024-09-07 11:25:00
700000148,300000148,1155130.13,CNY,NET30,MEDIUM,88.93,0,N,2024-11-18 05:22:00,2024-11-18 05:22:00,,ACTIVE,2024-11-18 05:22:00,2024-11-18 05:22:00
700000149,300000149,3419916.53,CNY,PREPAID,LOW,44.91,15,N,2023-11-03 01:17:00,2023-11-03 01:17:00,,ACTIVE,2023-11-03 01:17:00,2023-11-03 01:17:00
700000150,300000150,240447.43,CNY,NET30,LOW,59.82,0,N,2025-02-10 19:11:00,2025-02-10 19:11:00,,ACTIVE,2025-02-10 19:11:00,2025-02-10 19:11:00
700000151,300000151,239720.83,CNY,NET90,LOW,86.96,0,N,2025-09-30 08:23:00,2025-09-30 08:23:00,,ACTIVE,2025-09-30 08:23:00,2025-09-30 08:23:00
700000152,300000152,2866792.06,CNY,NET30,LOW,77.25,30,N,2024-07-23 23:46:00,2024-07-23 23:46:00,,ACTIVE,2024-07-23 23:46:00,2024-07-23 23:46:00
700000153,300000153,4061897.55,CNY,NET30,LOW,89.48,30,N,2024-11-22 21:39:00,2024-11-22 21:39:00,,ACTIVE,2024-11-22 21:39:00,2024-11-22 21:39:00
700000154,300000154,4626106.02,CNY,NET60,HIGH,43.59,30,N,2026-02-22 05:15:00,2026-02-22 05:15:00,,ACTIVE,2026-02-22 05:15:00,2026-02-22 05:15:00
700000155,300000155,497345.94,CNY,NET30,LOW,72.21,15,N,2024-09-04 18:17:00,2024-09-04 18:17:00,,ACTIVE,2024-09-04 18:17:00,2024-09-04 18:17:00
700000156,300000156,823152.94,CNY,NET30,MEDIUM,66.82,0,N,2025-01-31 22:05:00,2025-01-31 22:05:00,,ACTIVE,2025-01-31 22:05:00,2025-01-31 22:05:00
700000157,300000157,7991213.77,CNY,NET30,LOW,60.52,0,N,2024-02-08 21:52:00,2024-02-08 21:52:00,,ACTIVE,2024-02-08 21:52:00,2024-02-08 21:52:00
700000158,300000158,139455.49,CNY,NET90,LOW,58.58,0,N,2025-12-15 11:28:00,2025-12-15 11:28:00,,ACTIVE,2025-12-15 11:28:00,2025-12-15 11:28:00
700000159,300000159,165687.45,CNY,NET30,HIGH,41.16,30,N,2025-11-16 17:14:00,2025-11-16 17:14:00,,ACTIVE,2025-11-16 17:14:00,2025-11-16 17:14:00
700000160,300000160,3802905.38,CNY,NET30,LOW,63.04,0,N,2025-10-25 17:16:00,2025-10-25 17:16:00,,ACTIVE,2025-10-25 17:16:00,2025-10-25 17:16:00
700000161,300000161,2322414.46,CNY,NET30,MEDIUM,40.15,0,N,2023-11-30 07:48:00,2023-11-30 07:48:00,,ACTIVE,2023-11-30 07:48:00,2023-11-30 07:48:00
700000162,300000162,170239.42,CNY,NET30,MEDIUM,57.2,0,N,2024-06-09 16:31:00,2024-06-09 16:31:00,,ACTIVE,2024-06-09 16:31:00,2024-06-09 16:31:00
700000163,300000163,16998486.45,CNY,NET30,LOW,75.69,0,N,2025-12-25 12:08:00,2025-12-25 12:08:00,,ACTIVE,2025-12-25 12:08:00,2025-12-25 12:08:00
700000164,300000164,8924193.01,CNY,PREPAID,HIGH,25.71,30,N,2025-03-07 12:21:00,2025-03-07 12:21:00,,ACTIVE,2025-03-07 12:21:00,2025-03-07 12:21:00
700000165,300000165,604454.06,CNY,NET90,LOW,65.81,15,N,2025-07-19 08:38:00,2025-07-19 08:38:00,,ACTIVE,2025-07-19 08:38:00,2025-07-19 08:38:00
700000166,300000166,9740922.91,CNY,NET90,LOW,93.94,0,N,2025-03-08 11:08:00,2025-03-08 11:08:00,,ACTIVE,2025-03-08 11:08:00,2025-03-08 11:08:00
700000167,300000167,3399804.61,CNY,NET90,MEDIUM,79.42,0,N,2024-09-01 17:19:00,2024-09-01 17:19:00,,ACTIVE,2024-09-01 17:19:00,2024-09-01 17:19:00
700000168,300000168,82338.43,CNY,NET30,LOW,85.35,0,N,2026-02-12 18:29:00,2026-02-12 18:29:00,,ACTIVE,2026-02-12 18:29:00,2026-02-12 18:29:00
700000169,300000169,6553309.42,CNY,PREPAID,LOW,76.16,30,N,2026-03-26 07:13:00,2026-03-26 07:13:00,,ACTIVE,2026-03-26 07:13:00,2026-03-26 07:13:00
700000170,300000170,3530333.14,CNY,NET90,HIGH,20.04,30,N,2025-06-02 09:09:00,2025-06-02 09:09:00,,ACTIVE,2025-06-02 09:09:00,2025-06-02 09:09:00
700000171,300000171,2523481.25,CNY,PREPAID,LOW,42.92,0,N,2024-09-01 08:23:00,2024-09-01 08:23:00,,ACTIVE,2024-09-01 08:23:00,2024-09-01 08:23:00
700000172,300000172,18897272.17,CNY,NET30,MEDIUM,61.32,0,N,2024-12-22 20:21:00,2024-12-22 20:21:00,,ACTIVE,2024-12-22 20:21:00,2024-12-22 20:21:00
700000173,300000173,3940317.94,CNY,NET30,LOW,46.56,0,N,2024-09-17 00:22:00,2024-09-17 00:22:00,,ACTIVE,2024-09-17 00:22:00,2024-09-17 00:22:00
700000174,300000174,3101580.27,CNY,NET30,LOW,92.63,30,N,2025-10-23 22:51:00,2025-10-23 22:51:00,,ACTIVE,2025-10-23 22:51:00,2025-10-23 22:51:00
700000175,300000175,11685008.69,CNY,PREPAID,LOW,89.75,30,N,2024-05-20 13:39:00,2024-05-20 13:39:00,,ACTIVE,2024-05-20 13:39:00,2024-05-20 13:39:00
700000176,300000176,19223177.29,CNY,NET30,HIGH,18.37,30,N,2025-06-14 23:02:00,2025-06-14 23:02:00,,ACTIVE,2025-06-14 23:02:00,2025-06-14 23:02:00
700000177,300000177,3232336.82,CNY,NET30,MEDIUM,71.62,0,N,2026-01-16 00:17:00,2026-01-16 00:17:00,,ACTIVE,2026-01-16 00:17:00,2026-01-16 00:17:00
700000178,300000178,140984.88,CNY,NET30,LOW,55.48,15,N,2024-06-12 00:21:00,2024-06-12 00:21:00,,ACTIVE,2024-06-12 00:21:00,2024-06-12 00:21:00
700000179,300000179,135907.79,CNY,NET60,LOW,61.67,30,N,2025-11-03 14:17:00,2025-11-03 14:17:00,,ACTIVE,2025-11-03 14:17:00,2025-11-03 14:17:00
700000180,300000180,6473036.02,CNY,NET60,LOW,79.91,15,N,2024-07-07 15:48:00,2024-07-07 15:48:00,,ACTIVE,2024-07-07 15:48:00,2024-07-07 15:48:00
700000181,300000181,4142640.45,CNY,NET90,LOW,79.17,15,N,2025-04-28 04:18:00,2025-04-28 04:18:00,,ACTIVE,2025-04-28 04:18:00,2025-04-28 04:18:00
700000182,300000182,4398349.09,CNY,NET60,LOW,74.74,30,N,2025-10-02 03:22:00,2025-10-02 03:22:00,,ACTIVE,2025-10-02 03:22:00,2025-10-02 03:22:00
700000183,300000183,14940177.34,CNY,NET60,LOW,86.64,30,N,2025-08-14 05:14:00,2025-08-14 05:14:00,,ACTIVE,2025-08-14 05:14:00,2025-08-14 05:14:00
700000184,300000184,614308.18,CNY,NET30,LOW,83.53,15,N,2024-11-20 12:58:00,2024-11-20 12:58:00,,ACTIVE,2024-11-20 12:58:00,2024-11-20 12:58:00
700000185,300000185,19590111.63,CNY,NET30,LOW,52.26,15,N,2025-07-04 05:26:00,2025-07-04 05:26:00,,ACTIVE,2025-07-04 05:26:00,2025-07-04 05:26:00
700000186,300000186,848938.1,CNY,NET30,LOW,79.61,15,N,2024-10-20 03:43:00,2024-10-20 03:43:00,,ACTIVE,2024-10-20 03:43:00,2024-10-20 03:43:00
700000187,300000187,975394.95,CNY,NET30,LOW,75.07,0,N,2024-10-22 22:03:00,2024-10-22 22:03:00,,ACTIVE,2024-10-22 22:03:00,2024-10-22 22:03:00
700000188,300000188,383851.03,CNY,NET60,LOW,61.2,0,N,2023-12-11 18:21:00,2023-12-11 18:21:00,,ACTIVE,2023-12-11 18:21:00,2023-12-11 18:21:00
700000189,300000189,617635.38,CNY,PREPAID,LOW,60.37,0,N,2024-10-02 07:12:00,2024-10-02 07:12:00,,ACTIVE,2024-10-02 07:12:00,2024-10-02 07:12:00
700000190,300000190,12796427.68,CNY,NET30,LOW,60.63,0,N,2024-11-27 16:02:00,2024-11-27 16:02:00,,ACTIVE,2024-11-27 16:02:00,2024-11-27 16:02:00
700000191,300000191,643929.09,CNY,NET30,LOW,53.96,0,N,2025-01-21 05:37:00,2025-01-21 05:37:00,,ACTIVE,2025-01-21 05:37:00,2025-01-21 05:37:00
700000192,300000192,577334.93,CNY,NET30,LOW,73.01,0,N,2024-01-16 13:09:00,2024-01-16 13:09:00,,ACTIVE,2024-01-16 13:09:00,2024-01-16 13:09:00
700000193,300000193,608438.28,CNY,PREPAID,LOW,78.41,30,N,2026-01-31 18:20:00,2026-01-31 18:20:00,,ACTIVE,2026-01-31 18:20:00,2026-01-31 18:20:00
700000194,300000194,187251.35,CNY,PREPAID,HIGH,27.4,0,N,2025-02-19 11:23:00,2025-02-19 11:23:00,,ACTIVE,2025-02-19 11:23:00,2025-02-19 11:23:00
700000195,300000195,4029893.14,CNY,NET60,LOW,92.87,15,N,2024-10-31 14:39:00,2024-10-31 14:39:00,,ACTIVE,2024-10-31 14:39:00,2024-10-31 14:39:00
700000196,300000196,1304115.28,CNY,NET30,LOW,91.23,15,N,2025-08-07 13:34:00,2025-08-07 13:34:00,,ACTIVE,2025-08-07 13:34:00,2025-08-07 13:34:00
700000197,300000197,3455307.9,CNY,NET30,HIGH,48.21,30,N,2025-07-26 15:47:00,2025-07-26 15:47:00,,ACTIVE,2025-07-26 15:47:00,2025-07-26 15:47:00
700000198,300000198,125371.28,CNY,NET60,MEDIUM,61.65,0,N,2024-10-23 15:35:00,2024-10-23 15:35:00,,ACTIVE,2024-10-23 15:35:00,2024-10-23 15:35:00
700000199,300000199,539154.3,CNY,NET30,LOW,63.05,0,N,2025-12-17 13:37:00,2025-12-17 13:37:00,,ACTIVE,2025-12-17 13:37:00,2025-12-17 13:37:00
700000200,300000200,7649109.15,CNY,NET30,LOW,67.48,30,N,2024-03-22 15:09:00,2024-03-22 15:09:00,,ACTIVE,2024-03-22 15:09:00,2024-03-22 15:09:00
700000201,300000201,133623.72,CNY,NET30,LOW,84.55,0,N,2025-10-14 22:47:00,2025-10-14 22:47:00,,ACTIVE,2025-10-14 22:47:00,2025-10-14 22:47:00
700000202,300000202,180238.65,CNY,NET30,HIGH,42.03,0,N,2025-04-01 13:17:00,2025-04-01 13:17:00,,ACTIVE,2025-04-01 13:17:00,2025-04-01 13:17:00
700000203,300000203,2655956.24,CNY,PREPAID,LOW,50.11,0,N,2025-06-05 01:43:00,2025-06-05 01:43:00,,ACTIVE,2025-06-05 01:43:00,2025-06-05 01:43:00
700000204,300000204,96405.6,CNY,NET30,LOW,53.61,0,N,2024-09-15 22:59:00,2024-09-15 22:59:00,,ACTIVE,2024-09-15 22:59:00,2024-09-15 22:59:00
700000205,300000205,9644919.92,CNY,NET60,LOW,59.09,30,N,2025-06-25 06:32:00,2025-06-25 06:32:00,,ACTIVE,2025-06-25 06:32:00,2025-06-25 06:32:00
700000206,300000206,16969471.64,CNY,PREPAID,LOW,72.84,0,N,2023-12-17 19:38:00,2023-12-17 19:38:00,,ACTIVE,2023-12-17 19:38:00,2023-12-17 19:38:00
700000207,300000207,1729628.72,CNY,NET60,LOW,55.93,15,N,2025-01-22 03:45:00,2025-01-22 03:45:00,,ACTIVE,2025-01-22 03:45:00,2025-01-22 03:45:00
700000208,300000208,449261.35,CNY,NET30,LOW,83.97,0,N,2025-06-15 15:52:00,2025-06-15 15:52:00,,ACTIVE,2025-06-15 15:52:00,2025-06-15 15:52:00
700000209,300000209,7987698.14,CNY,NET90,LOW,80.44,0,N,2023-11-20 15:08:00,2023-11-20 15:08:00,,ACTIVE,2023-11-20 15:08:00,2023-11-20 15:08:00
700000210,300000210,706327.17,CNY,NET30,HIGH,26.23,0,N,2024-10-13 20:44:00,2024-10-13 20:44:00,,ACTIVE,2024-10-13 20:44:00,2024-10-13 20:44:00
700000211,300000211,5896626.97,CNY,NET30,LOW,75.45,30,N,2025-10-23 12:11:00,2025-10-23 12:11:00,,ACTIVE,2025-10-23 12:11:00,2025-10-23 12:11:00
700000212,300000212,7846637.54,CNY,NET60,HIGH,19.33,0,N,2025-03-09 12:14:00,2025-03-09 12:14:00,,ACTIVE,2025-03-09 12:14:00,2025-03-09 12:14:00
700000213,300000213,456555.28,CNY,PREPAID,LOW,43.48,30,N,2024-12-21 23:11:00,2024-12-21 23:11:00,,ACTIVE,2024-12-21 23:11:00,2024-12-21 23:11:00
700000214,300000214,279002.87,CNY,NET30,LOW,71.41,15,N,2025-12-07 20:27:00,2025-12-07 20:27:00,,ACTIVE,2025-12-07 20:27:00,2025-12-07 20:27:00
700000215,300000215,4294571.87,CNY,NET60,LOW,54.62,0,N,2024-05-28 08:01:00,2024-05-28 08:01:00,,ACTIVE,2024-05-28 08:01:00,2024-05-28 08:01:00
700000216,300000216,15538256.24,CNY,NET60,LOW,63.49,0,N,2024-10-08 02:45:00,2024-10-08 02:45:00,,ACTIVE,2024-10-08 02:45:00,2024-10-08 02:45:00
700000217,300000217,8208922.04,CNY,NET90,LOW,82.11,0,N,2025-05-12 06:40:00,2025-05-12 06:40:00,,ACTIVE,2025-05-12 06:40:00,2025-05-12 06:40:00
700000218,300000218,3225292.34,CNY,NET30,MEDIUM,90.93,0,N,2025-05-25 23:41:00,2025-05-25 23:41:00,,ACTIVE,2025-05-25 23:41:00,2025-05-25 23:41:00
700000219,300000219,172927.29,CNY,NET60,LOW,45.25,0,N,2025-05-27 21:24:00,2025-05-27 21:24:00,,ACTIVE,2025-05-27 21:24:00,2025-05-27 21:24:00
700000220,300000220,99024.74,CNY,NET30,HIGH,44.89,0,N,2023-10-22 16:13:00,2023-10-22 16:13:00,,ACTIVE,2023-10-22 16:13:00,2023-10-22 16:13:00
700000221,300000221,4048131.68,CNY,NET30,LOW,66.45,0,N,2024-11-28 05:13:00,2024-11-28 05:13:00,,ACTIVE,2024-11-28 05:13:00,2024-11-28 05:13:00
700000222,300000222,3464883.98,CNY,NET60,LOW,94.46,15,N,2025-01-31 10:37:00,2025-01-31 10:37:00,,ACTIVE,2025-01-31 10:37:00,2025-01-31 10:37:00
700000223,300000223,99781.51,CNY,NET30,LOW,80.7,0,N,2026-02-03 16:21:00,2026-02-03 16:21:00,,ACTIVE,2026-02-03 16:21:00,2026-02-03 16:21:00
700000224,300000224,3619031.49,CNY,NET30,MEDIUM,40.46,15,N,2024-05-20 07:58:00,2024-05-20 07:58:00,,ACTIVE,2024-05-20 07:58:00,2024-05-20 07:58:00
700000225,300000225,231801.92,CNY,NET30,MEDIUM,90.72,0,N,2025-12-19 13:29:00,2025-12-19 13:29:00,,ACTIVE,2025-12-19 13:29:00,2025-12-19 13:29:00
700000226,300000226,3919558.66,CNY,NET30,LOW,68.64,30,N,2025-06-21 22:20:00,2025-06-21 22:20:00,,ACTIVE,2025-06-21 22:20:00,2025-06-21 22:20:00
700000227,300000227,996548.64,CNY,NET30,LOW,93.67,0,N,2025-11-16 17:19:00,2025-11-16 17:19:00,,ACTIVE,2025-11-16 17:19:00,2025-11-16 17:19:00
700000228,300000228,1427085.73,CNY,NET30,LOW,50.16,30,N,2024-03-16 23:12:00,2024-03-16 23:12:00,,ACTIVE,2024-03-16 23:12:00,2024-03-16 23:12:00
700000229,300000229,1773039.32,CNY,NET30,LOW,41.77,0,N,2024-11-27 19:28:00,2024-11-27 19:28:00,,ACTIVE,2024-11-27 19:28:00,2024-11-27 19:28:00
700000230,300000230,139070.87,CNY,NET60,LOW,68.89,0,N,2023-10-25 09:04:00,2023-10-25 09:04:00,,ACTIVE,2023-10-25 09:04:00,2023-10-25 09:04:00
700000231,300000231,14197014.19,CNY,PREPAID,LOW,43.0,30,N,2024-10-18 03:57:00,2024-10-18 03:57:00,,ACTIVE,2024-10-18 03:57:00,2024-10-18 03:57:00
700000232,300000232,6367868.61,CNY,NET30,LOW,78.84,0,N,2025-05-03 09:59:00,2025-05-03 09:59:00,,ACTIVE,2025-05-03 09:59:00,2025-05-03 09:59:00
700000233,300000233,67633.1,CNY,NET30,LOW,47.24,0,N,2023-10-29 19:50:00,2023-10-29 19:50:00,,ACTIVE,2023-10-29 19:50:00,2023-10-29 19:50:00
700000234,300000234,142964.91,CNY,NET60,LOW,70.67,0,N,2024-08-05 02:30:00,2024-08-05 02:30:00,,ACTIVE,2024-08-05 02:30:00,2024-08-05 02:30:00
700000235,300000235,1709677.07,CNY,NET60,LOW,65.04,30,N,2026-02-08 20:34:00,2026-02-08 20:34:00,,ACTIVE,2026-02-08 20:34:00,2026-02-08 20:34:00
700000236,300000236,1232738.35,CNY,NET60,LOW,71.43,30,N,2026-01-23 14:30:00,2026-01-23 14:30:00,,ACTIVE,2026-01-23 14:30:00,2026-01-23 14:30:00
700000237,300000237,5023713.76,CNY,NET90,LOW,41.32,0,N,2024-07-09 05:29:00,2024-07-09 05:29:00,,ACTIVE,2024-07-09 05:29:00,2024-07-09 05:29:00
700000238,300000238,3743343.15,CNY,NET30,LOW,58.77,30,N,2025-09-05 01:42:00,2025-09-05 01:42:00,,ACTIVE,2025-09-05 01:42:00,2025-09-05 01:42:00
700000239,300000239,13474139.61,CNY,NET90,MEDIUM,77.3,30,N,2024-11-22 19:20:00,2024-11-22 19:20:00,,ACTIVE,2024-11-22 19:20:00,2024-11-22 19:20:00
700000240,300000240,531095.65,CNY,NET60,LOW,67.34,0,N,2024-06-27 06:07:00,2024-06-27 06:07:00,,ACTIVE,2024-06-27 06:07:00,2024-06-27 06:07:00
700000241,300000241,1573180.19,CNY,PREPAID,LOW,87.95,30,N,2026-03-05 08:03:00,2026-03-05 08:03:00,,ACTIVE,2026-03-05 08:03:00,2026-03-05 08:03:00
700000242,300000242,145827.63,CNY,NET30,LOW,51.54,0,N,2024-04-26 04:05:00,2024-04-26 04:05:00,,ACTIVE,2024-04-26 04:05:00,2024-04-26 04:05:00
700000243,300000243,3296331.77,CNY,NET60,LOW,49.42,0,N,2026-03-15 04:25:00,2026-03-15 04:25:00,,ACTIVE,2026-03-15 04:25:00,2026-03-15 04:25:00
700000244,300000244,3271157.21,CNY,NET30,LOW,45.11,15,N,2026-02-03 21:33:00,2026-02-03 21:33:00,,ACTIVE,2026-02-03 21:33:00,2026-02-03 21:33:00
700000245,300000245,2914608.34,CNY,NET30,HIGH,52.29,0,N,2025-02-22 18:16:00,2025-02-22 18:16:00,,ACTIVE,2025-02-22 18:16:00,2025-02-22 18:16:00
700000246,300000246,851132.56,CNY,NET60,LOW,72.5,15,N,2024-10-01 09:35:00,2024-10-01 09:35:00,,ACTIVE,2024-10-01 09:35:00,2024-10-01 09:35:00
700000247,300000247,817074.7,CNY,NET30,LOW,60.84,15,N,2024-07-28 09:40:00,2024-07-28 09:40:00,,ACTIVE,2024-07-28 09:40:00,2024-07-28 09:40:00
700000248,300000248,934801.3,CNY,NET60,MEDIUM,91.52,0,N,2025-06-05 11:21:00,2025-06-05 11:21:00,,ACTIVE,2025-06-05 11:21:00,2025-06-05 11:21:00
700000249,300000249,524826.12,CNY,NET30,MEDIUM,63.94,0,N,2024-09-03 12:53:00,2024-09-03 12:53:00,,ACTIVE,2024-09-03 12:53:00,2024-09-03 12:53:00
700000250,300000250,267730.76,CNY,NET60,LOW,75.32,15,N,2025-11-22 20:00:00,2025-11-22 20:00:00,,ACTIVE,2025-11-22 20:00:00,2025-11-22 20:00:00
700000251,300000251,493576.02,CNY,NET60,LOW,93.8,30,N,2025-09-21 10:22:00,2025-09-21 10:22:00,,ACTIVE,2025-09-21 10:22:00,2025-09-21 10:22:00
700000252,300000252,2816139.09,CNY,NET60,LOW,89.83,30,N,2024-10-11 04:55:00,2024-10-11 04:55:00,,ACTIVE,2024-10-11 04:55:00,2024-10-11 04:55:00
700000253,300000253,62376.53,CNY,NET60,LOW,67.81,0,N,2024-08-30 15:57:00,2024-08-30 15:57:00,,ACTIVE,2024-08-30 15:57:00,2024-08-30 15:57:00
700000254,300000254,4448057.71,CNY,NET90,LOW,58.86,0,N,2024-03-04 19:18:00,2024-03-04 19:18:00,,ACTIVE,2024-03-04 19:18:00,2024-03-04 19:18:00
700000255,300000255,161922.58,CNY,NET30,MEDIUM,81.38,30,N,2025-10-10 17:24:00,2025-10-10 17:24:00,,ACTIVE,2025-10-10 17:24:00,2025-10-10 17:24:00
700000256,300000256,141572.84,CNY,PREPAID,LOW,75.86,0,N,2024-12-26 11:17:00,2024-12-26 11:17:00,,ACTIVE,2024-12-26 11:17:00,2024-12-26 11:17:00
700000257,300000257,152824.93,CNY,NET90,LOW,59.33,0,N,2024-05-06 01:49:00,2024-05-06 01:49:00,,ACTIVE,2024-05-06 01:49:00,2024-05-06 01:49:00
700000258,300000258,145817.08,CNY,NET60,HIGH,56.13,0,N,2026-01-01 04:52:00,2026-01-01 04:52:00,,ACTIVE,2026-01-01 04:52:00,2026-01-01 04:52:00
700000259,300000259,814965.86,CNY,NET60,LOW,52.01,0,N,2025-07-09 15:49:00,2025-07-09 15:49:00,,ACTIVE,2025-07-09 15:49:00,2025-07-09 15:49:00
700000260,300000260,3830422.61,CNY,NET30,LOW,82.4,15,N,2025-10-29 03:20:00,2025-10-29 03:20:00,,ACTIVE,2025-10-29 03:20:00,2025-10-29 03:20:00
700000261,300000261,3591170.29,CNY,NET60,LOW,49.71,0,N,2025-05-24 11:57:00,2025-05-24 11:57:00,,ACTIVE,2025-05-24 11:57:00,2025-05-24 11:57:00
700000262,300000262,168910.88,CNY,NET60,LOW,75.39,15,N,2025-01-06 00:48:00,2025-01-06 00:48:00,,ACTIVE,2025-01-06 00:48:00,2025-01-06 00:48:00
700000263,300000263,576975.71,CNY,PREPAID,LOW,90.49,0,N,2024-05-30 02:27:00,2024-05-30 02:27:00,,ACTIVE,2024-05-30 02:27:00,2024-05-30 02:27:00
700000264,300000264,98635.24,CNY,NET90,HIGH,58.79,30,N,2026-01-24 20:53:00,2026-01-24 20:53:00,,ACTIVE,2026-01-24 20:53:00,2026-01-24 20:53:00
700000265,300000265,10641965.84,CNY,NET30,LOW,48.68,15,N,2025-01-29 18:16:00,2025-01-29 18:16:00,,ACTIVE,2025-01-29 18:16:00,2025-01-29 18:16:00
700000266,300000266,7700007.0,CNY,NET30,MEDIUM,67.49,0,N,2025-08-31 19:20:00,2025-08-31 19:20:00,,ACTIVE,2025-08-31 19:20:00,2025-08-31 19:20:00
700000267,300000267,2990059.35,CNY,NET30,LOW,48.79,0,N,2023-10-29 06:28:00,2023-10-29 06:28:00,,ACTIVE,2023-10-29 06:28:00,2023-10-29 06:28:00
700000268,300000268,13696426.64,CNY,NET60,LOW,63.05,0,N,2026-02-05 06:49:00,2026-02-05 06:49:00,,ACTIVE,2026-02-05 06:49:00,2026-02-05 06:49:00
700000269,300000269,309123.69,CNY,NET30,LOW,79.59,0,N,2026-01-14 08:23:00,2026-01-14 08:23:00,,ACTIVE,2026-01-14 08:23:00,2026-01-14 08:23:00
700000270,300000270,924462.48,CNY,PREPAID,LOW,71.8,30,N,2024-12-09 09:34:00,2024-12-09 09:34:00,,ACTIVE,2024-12-09 09:34:00,2024-12-09 09:34:00
700000271,300000271,993018.8,CNY,PREPAID,LOW,80.34,30,N,2024-03-07 16:45:00,2024-03-07 16:45:00,,ACTIVE,2024-03-07 16:45:00,2024-03-07 16:45:00
700000272,300000272,329442.27,CNY,NET30,LOW,65.26,30,N,2024-09-05 23:16:00,2024-09-05 23:16:00,,ACTIVE,2024-09-05 23:16:00,2024-09-05 23:16:00
700000273,300000273,16293320.16,CNY,PREPAID,MEDIUM,78.39,30,N,2024-04-09 04:00:00,2024-04-09 04:00:00,,ACTIVE,2024-04-09 04:00:00,2024-04-09 04:00:00
700000274,300000274,130945.07,CNY,NET60,LOW,75.7,30,N,2024-12-09 04:58:00,2024-12-09 04:58:00,,ACTIVE,2024-12-09 04:58:00,2024-12-09 04:58:00
700000275,300000275,14314269.02,CNY,NET60,MEDIUM,83.99,0,N,2026-01-25 12:38:00,2026-01-25 12:38:00,,ACTIVE,2026-01-25 12:38:00,2026-01-25 12:38:00
700000276,300000276,102005.04,CNY,NET30,MEDIUM,64.41,0,N,2025-12-06 01:51:00,2025-12-06 01:51:00,,ACTIVE,2025-12-06 01:51:00,2025-12-06 01:51:00
700000277,300000277,8401729.07,CNY,NET30,LOW,60.45,0,N,2024-01-15 13:29:00,2024-01-15 13:29:00,,ACTIVE,2024-01-15 13:29:00,2024-01-15 13:29:00
700000278,300000278,408325.76,CNY,NET30,LOW,50.15,30,N,2025-06-11 18:49:00,2025-06-11 18:49:00,,ACTIVE,2025-06-11 18:49:00,2025-06-11 18:49:00
700000279,300000279,3667550.93,CNY,NET60,LOW,83.98,15,N,2025-02-09 08:11:00,2025-02-09 08:11:00,,ACTIVE,2025-02-09 08:11:00,2025-02-09 08:11:00
700000280,300000280,79357.35,CNY,NET60,LOW,44.6,15,N,2023-11-20 16:32:00,2023-11-20 16:32:00,,ACTIVE,2023-11-20 16:32:00,2023-11-20 16:32:00
700000281,300000281,4497206.94,CNY,NET30,LOW,44.82,15,N,2025-03-26 11:51:00,2025-03-26 11:51:00,,ACTIVE,2025-03-26 11:51:00,2025-03-26 11:51:00
700000282,300000282,16341710.8,CNY,PREPAID,MEDIUM,44.86,15,N,2024-08-06 04:55:00,2024-08-06 04:55:00,,ACTIVE,2024-08-06 04:55:00,2024-08-06 04:55:00
700000283,300000283,1616095.88,CNY,NET30,LOW,56.51,15,N,2025-03-05 14:25:00,2025-03-05 14:25:00,,ACTIVE,2025-03-05 14:25:00,2025-03-05 14:25:00
700000284,300000284,10598033.24,CNY,PREPAID,HIGH,46.65,0,N,2024-11-11 21:22:00,2024-11-11 21:22:00,,ACTIVE,2024-11-11 21:22:00,2024-11-11 21:22:00
700000285,300000285,4058757.52,CNY,NET60,LOW,72.93,0,N,2025-03-26 10:20:00,2025-03-26 10:20:00,,ACTIVE,2025-03-26 10:20:00,2025-03-26 10:20:00
700000286,300000286,1884454.01,CNY,PREPAID,LOW,50.36,30,N,2024-10-16 14:37:00,2024-10-16 14:37:00,,ACTIVE,2024-10-16 14:37:00,2024-10-16 14:37:00
700000287,300000287,7583107.39,CNY,PREPAID,LOW,56.76,0,N,2024-11-24 12:41:00,2024-11-24 12:41:00,,ACTIVE,2024-11-24 12:41:00,2024-11-24 12:41:00
700000288,300000288,67838.33,CNY,NET30,LOW,53.92,0,N,2024-01-27 08:12:00,2024-01-27 08:12:00,,ACTIVE,2024-01-27 08:12:00,2024-01-27 08:12:00
700000289,300000289,1273348.16,CNY,NET30,LOW,85.08,0,N,2025-11-01 00:43:00,2025-11-01 00:43:00,,ACTIVE,2025-11-01 00:43:00,2025-11-01 00:43:00
700000290,300000290,6854231.04,CNY,NET30,LOW,46.07,0,N,2024-08-04 18:32:00,2024-08-04 18:32:00,,ACTIVE,2024-08-04 18:32:00,2024-08-04 18:32:00
700000291,300000291,4756328.01,CNY,PREPAID,LOW,60.21,0,N,2024-03-07 14:17:00,2024-03-07 14:17:00,,ACTIVE,2024-03-07 14:17:00,2024-03-07 14:17:00
700000292,300000292,780160.4,CNY,NET30,LOW,55.32,30,N,2024-04-18 05:54:00,2024-04-18 05:54:00,,ACTIVE,2024-04-18 05:54:00,2024-04-18 05:54:00
700000293,300000293,864249.97,CNY,NET60,HIGH,34.91,0,N,2024-12-20 20:53:00,2024-12-20 20:53:00,,ACTIVE,2024-12-20 20:53:00,2024-12-20 20:53:00
