cust_account_id,party_id,account_number,account_name,customer_class_code,credit_classification,payment_term_code,sales_channel_code,region_code,account_status,open_date,created_date,last_update_date
300000139,100000139,CUST300000139,深圳融信材料有限公司,STANDARD,LOW,NET90,PARTNER,上海,ACTIVE,2025-09-30 13:57:00,2025-09-30 13:57:00,2025-09-30 13:57:00
300000140,100000140,CUST300000140,杭州智联材料制造有限公司,STANDARD,LOW,NET30,DIRECT,上海,ACTIVE,2024-08-04 18:36:00,2024-08-04 18:36:00,2024-08-04 18:36:00
300000141,100000141,CUST300000141,上海明川材料科技有限公司,STANDARD,LOW,NET30,DIRECT,深圳,ACTIVE,2024-06-17 21:08:00,2024-06-17 21:08:00,2024-06-17 21:08:00
300000142,100000142,CUST300000142,胡斌,STANDARD,MEDIUM,NET30,DIRECT,北京,ACTIVE,2025-12-17 08:10:00,2025-12-17 08:10:00,2025-12-17 08:10:00
300000143,100000143,CUST300000143,杭州明川电子制造有限公司,STANDARD,LOW,NET30,DIRECT,上海,ACTIVE,2025-10-13 04:04:00,2025-10-13 04:04:00,2025-10-13 04:04:00
300000144,100000144,CUST300000144,北京华盛材料科技有限公司,STANDARD,LOW,NET30,ONLINE,深圳,ACTIVE,2024-05-22 03:22:00,2024-05-22 03:22:00,2024-05-22 03:22:00
300000145,100000145,CUST300000145,苏州明川物流科技有限公司,STANDARD,LOW,NET30,ONLINE,北京,ACTIVE,2025-07-04 09:31:00,2025-07-04 09:31:00,2025-07-04 09:31:00
300000146,100000146,CUST300000146,深圳智联物流贸易有限公司,STANDARD,LOW,NET30,PARTNER,北京,ACTIVE,2026-01-09 11:03:00,2026-01-09 11:03:00,2026-01-09 11:03:00
300000147,100000147,CUST300000147,张斌敏,STANDARD,MEDIUM,NET90,ONLINE,苏州,ACTIVE,2024-09-07 11:25:00,2024-09-07 11:25:00,2024-09-07 11:25:00
300000148,100000148,CUST300000148,深圳明川电子制造有限公司,STANDARD,MEDIUM,NET30,ONLINE,苏州,ACTIVE,2024-11-18 05:22:00,2024-11-18 05:22:00,2024-11-18 05:22:00
300000149,100000149,CUST300000149,深圳安拓医疗制造有限公司,STANDARD,LOW,PREPAID,PARTNER,苏州,ACTIVE,2023-11-03 01:17:00,2023-11-03 01:17:00,2023-11-03 01:17:00
300000150,100000150,CUST300000150,北京安拓贸易有限公司,STANDARD,LOW,NET30,DIRECT,杭州,ACTIVE,2025-02-10 19:11:00,2025-02-10 19:11:00,2025-02-10 19:11:00
300000151,100000151,CUST300000151,北京融信物流有限公司,STANDARD,LOW,NET90,PARTNER,杭州,ACTIVE,2025-09-30 08:23:00,2025-09-30 08:23:00,2025-09-30 08:23:00
300000152,100000152,CUST300000152,杭州嘉禾医疗供应链有限公司,STANDARD,LOW,NET30,PARTNER,深圳,ACTIVE,2024-07-23 23:46:00,2024-07-23 23:46:00,2024-07-23 23:46:00
300000153,100000153,CUST300000153,深圳云启贸易贸易有限公司,STANDARD,LOW,NET30,ONLINE,上海,ACTIVE,2024-11-22 21:39:00,2024-11-22 21:39:00,2024-11-22 21:39:00
300000154,100000154,CUST300000154,苏州远辰科技供应链有限公司,STANDARD,HIGH,NET60,DIRECT,苏州,ACTIVE,2026-02-22 05:15:00,2026-02-22 05:15:00,2026-02-22 05:15:00
300000155,100000155,CUST300000155,杭州融信制造制造有限公司,STANDARD,LOW,NET30,ONLINE,杭州,ACTIVE,2024-09-04 18:17:00,2024-09-04 18:17:00,2024-09-04 18:17:00
300000156,100000156,CUST300000156,北京云启电子供应链有限公司,STANDARD,MEDIUM,NET30,ONLINE,上海,ACTIVE,2025-01-31 22:05:00,2025-01-31 22:05:00,2025-01-31 22:05:00
300000157,100000157,CUST300000157,深圳云启材料制造有限公司,STANDARD,LOW,NET30,PARTNER,杭州,ACTIVE,2024-02-08 21:52:00,2024-02-08 21:52:00,2024-02-08 21:52:00
300000158,100000158,CUST300000158,上海嘉禾科技有限公司,STANDARD,LOW,NET90,PARTNER,杭州,ACTIVE,2025-12-15 11:28:00,2025-12-15 11:28:00,2025-12-15 11:28:00
300000159,100000159,CUST300000159,北京恒越供应链科技有限公司,STANDARD,HIGH,NET30,ONLINE,北京,ACTIVE,2025-11-16 17:14:00,2025-11-16 17:14:00,2025-11-16 17:14:00
300000160,100000160,CUST300000160,深圳云启科技有限公司,STANDARD,LOW,NET30,DIRECT,北京,ACTIVE,2025-10-25 17:16:00,2025-10-25 17:16:00,2025-10-25 17:16:00
300000161,100000161,CUST300000161,上海明川医疗有限公司,STANDARD,MEDIUM,NET30,ONLINE,北京,ACTIVE,2023-11-30 07:48:00,2023-11-30 07:48:00,2023-11-30 07:48:00
300000162,100000162,CUST300000162,上海安拓制造有限公司,STANDARD,MEDIUM,NET30,DIRECT,深圳,ACTIVE,2024-06-09 16:31:00,2024-06-09 16:31:00,2024-06-09 16:31:00
300000163,100000163,CUST300000163,深圳云启制造科技有限公司,STANDARD,LOW,NET30,PARTNER,北京,ACTIVE,2025-12-25 12:08:00,2025-12-25 12:08:00,2025-12-25 12:08:00
300000164,100000164,CUST300000164,深圳远辰电子供应链有限公司,STANDARD,HIGH,PREPAID,DIRECT,北京,ACTIVE,2025-03-07 12:21:00,2025-03-07 12:21:00,2025-03-07 12:21:00
300000165,100000165,CUST300000165,上海华盛供应链制造有限公司,STANDARD,LOW,NET90,ONLINE,上海,ACTIVE,2025-07-19 08:38:00,2025-07-19 08:38:00,2025-07-19 08:38:00
300000166,100000166,CUST300000166,深圳安拓贸易科技有限公司,STANDARD,LOW,NET90,PARTNER,苏州,ACTIVE,2025-03-08 11:08:00,2025-03-08 11:08:00,2025-03-08 11:08:00
300000167,100000167,CUST300000167,北京云启科技有限公司,STANDARD,MEDIUM,NET90,DIRECT,上海,ACTIVE,2024-09-01 17:19:00,2024-09-01 17:19:00,2024-09-01 17:19:00
300000168,100000168,CUST300000168,深圳明川供应链有限公司,STANDARD,LOW,NET30,DIRECT,苏州,ACTIVE,2026-02-12 18:29:00,2026-02-12 18:29:00,2026-02-12 18:29:00
300000169,100000169,CUST300000169,深圳智联科技贸易有限公司,STANDARD,LOW,PREPAID,DIRECT,北京,ACTIVE,2026-03-26 07:13:00,2026-03-26 07:13:00,2026-03-26 07:13:00
300000170,100000170,CUST300000170,上海智联物流贸易有限公司,STANDARD,HIGH,NET90,ONLINE,杭州,ACTIVE,2025-06-02 09:09:00,2025-06-02 09:09:00,2025-06-02 09:09:00
300000171,100000171,CUST300000171,苏州远辰制造贸易有限公司,STANDARD,LOW,PREPAID,PARTNER,苏州,ACTIVE,2024-09-01 08:23:00,2024-09-01 08:23:00,2024-09-01 08:23:00
300000172,100000172,CUST300000172,杭州启元医疗科技有限公司,STANDARD,MEDIUM,NET30,ONLINE,苏州,ACTIVE,2024-12-22 20:21:00,2024-12-22 20:21:00,2024-12-22 20:21:00
300000173,100000173,CUST300000173,深圳云启医疗科技有限公司,STANDARD,LOW,NET30,ONLINE,北京,ACTIVE,2024-09-17 00:22:00,2024-09-17 00:22:00,2024-09-17 00:22:00
300000174,100000174,CUST300000174,上海启元制造科技有限公司,STANDARD,LOW,NET30,ONLINE,苏州,ACTIVE,2025-10-23 22:51:00,2025-10-23 22:51:00,2025-10-23 22:51:00
300000175,100000175,CUST300000175,上海远辰物流贸易有限公司,STANDARD,LOW,PREPAID,ONLINE,深圳,ACTIVE,2024-05-20 13:39:00,2024-05-20 13:39:00,2024-05-20 13:39:00
300000176,100000176,CUST300000176,杭州云启贸易供应链有限公司,STANDARD,HIGH,NET30,ONLINE,深圳,ACTIVE,2025-06-14 23:02:00,2025-06-14 23:02:00,2025-06-14 23:02:00
300000177,100000177,CUST300000177,深圳嘉禾供应链供应链有限公司,STANDARD,MEDIUM,NET30,DIRECT,杭州,ACTIVE,2026-01-16 00:17:00,2026-01-16 00:17:00,2026-01-16 00:17:00
300000178,100000178,CUST300000178,北京智联材料供应链有限公司,STANDARD,LOW,NET30,ONLINE,深圳,ACTIVE,2024-06-12 00:21:00,2024-06-12 00:21:00,2024-06-12 00:21:00
300000179,100000179,CUST300000179,深圳安拓制造贸易有限公司,STANDARD,LOW,NET60,ONLINE,北京,ACTIVE,2025-11-03 14:17:00,2025-11-03 14:17:00,2025-11-03 14:17:00
300000180,100000180,CUST300000180,苏州嘉禾贸易科技有限公司,STANDARD,LOW,NET60,DIRECT,上海,ACTIVE,2024-07-07 15:48:00,2024-07-07 15:48:00,2024-07-07 15:48:00
300000181,100000181,CUST300000181,苏州远辰供应链有限公司,STANDARD,LOW,NET90,PARTNER,深圳,ACTIVE,2025-04-28 04:18:00,2025-04-28 04:18:00,2025-04-28 04:18:00
300000182,100000182,CUST300000182,苏州远辰贸易供应链有限公司,STANDARD,LOW,NET60,ONLINE,苏州,ACTIVE,2025-10-02 03:22:00,2025-10-02 03:22:00,2025-10-02 03:22:00
300000183,100000183,CUST300000183,上海嘉禾科技贸易有限公司,STANDARD,LOW,NET60,DIRECT,上海,ACTIVE,2025-08-14 05:14:00,2025-08-14 05:14:00,2025-08-14 05:14:00
300000184,100000184,CUST300000184,上海远辰材料科技有限公司,STANDARD,LOW,NET30,PARTNER,上海,ACTIVE,2024-11-20 12:58:00,2024-11-20 12:58:00,2024-11-20 12:58:00
300000185,100000185,CUST300000185,北京云启科技制造有限公司,STANDARD,LOW,NET30,ONLINE,上海,ACTIVE,2025-07-04 05:26:00,2025-07-04 05:26:00,2025-07-04 05:26:00
300000186,100000186,CUST300000186,苏州安拓材料贸易有限公司,STANDARD,LOW,NET30,ONLINE,杭州,ACTIVE,2024-10-20 03:43:00,2024-10-20 03:43:00,2024-10-20 03:43:00
300000187,100000187,CUST300000187,北京嘉禾制造供应链有限公司,STANDARD,LOW,NET30,DIRECT,深圳,ACTIVE,2024-10-22 22:03:00,2024-10-22 22:03:00,2024-10-22 22:03:00
300000188,100000188,CUST300000188,杭州安拓材料供应链有限公司,STANDARD,LOW,NET60,PARTNER,北京,ACTIVE,2023-12-11 18:21:00,2023-12-11 18:21:00,2023-12-11 18:21:00
300000189,100000189,CUST300000189,朱敏,STANDARD,LOW,PREPAID,ONLINE,上海,ACTIVE,2024-10-02 07:12:00,2024-10-02 07:12:00,2024-10-02 07:12:00
300000190,100000190,CUST300000190,北京嘉禾材料供应链有限公司,STANDARD,LOW,NET30,DIRECT,上海,ACTIVE,2024-11-27 16:02:00,2024-11-27 16:02:00,2024-11-27 16:02:00
300000191,100000191,CUST300000191,苏州智联贸易有限公司,STANDARD,LOW,NET30,ONLINE,上海,ACTIVE,2025-01-21 05:37:00,2025-01-21 05:37:00,2025-01-21 05:37:00
300000192,100000192,CUST300000192,北京远辰电子科技有限公司,STANDARD,LOW,NET30,ONLINE,杭州,ACTIVE,2024-01-16 13:09:00,2024-01-16 13:09:00,2024-01-16 13:09:00
300000193,100000193,CUST300000193,杭州恒越电子贸易有限公司,STANDARD,LOW,PREPAID,ONLINE,北京,ACTIVE,2026-01-31 18:20:00,2026-01-31 18:20:00,2026-01-31 18:20:00
300000194,100000194,CUST300000194,深圳恒越供应链有限公司,STANDARD,HIGH,PREPAID,ONLINE,深圳,ACTIVE,2025-02-19 11:23:00,2025-02-19 11:23:00,2025-02-19 11:23:00
300000195,100000195,CUST300000195,杭州安拓物流贸易有限公司,STANDARD,LOW,NET60,PARTNER,杭州,ACTIVE,2024-10-31 14:39:00,2024-10-31 14:39:00,2024-10-31 14:39:00
300000196,100000196,CUST300000196,上海云启材料有限公司,STANDARD,LOW,NET30,DIRECT,北京,ACTIVE,2025-08-07 13:34:00,2025-08-07 13:34:00,2025-08-07 13:34:00
300000197,100000197,CUST300000197,杭州华盛医疗科技有限公司,STANDARD,HIGH,NET30,DIRECT,杭州,ACTIVE,2025-07-26 15:47:00,2025-07-26 15:47:00,2025-07-26 15:47:00
300000198,100000198,CUST300000198,北京恒越贸易供应链有限公司,STANDARD,MEDIUM,NET60,PARTNER,上海,ACTIVE,2024-10-23 15:35:00,2024-10-23 15:35:00,2024-10-23 15:35:00
300000199,100000199,CUST300000199,深圳融信材料制造有限公司,STANDARD,LOW,NET30,ONLINE,深圳,ACTIVE,2025-12-17 13:37:00,2025-12-17 13:37:00,2025-12-17 13:37:00
300000200,100000200,CUST300000200,北京启元材料科技有限公司,STANDARD,LOW,NET30,ONLINE,上海,ACTIVE,2024-03-22 15:09:00,2024-03-22 15:09:00,2024-03-22 15:09:00
300000201,100000201,CUST300000201,苏州安拓医疗制造有限公司,STANDARD,LOW,NET30,PARTNER,上海,ACTIVE,2025-10-14 22:47:00,2025-10-14 22:47:00,2025-10-14 22:47:00
300000202,100000202,CUST300000202,刘军,STANDARD,HIGH,NET30,PARTNER,杭州,ACTIVE,2025-04-01 13:17:00,2025-04-01 13:17:00,2025-04-01 13:17:00
300000203,100000203,CUST300000203,上海华盛物流有限公司,STANDARD,LOW,PREPAID,PARTNER,苏州,ACTIVE,2025-06-05 01:43:00,2025-06-05 01:43:00,2025-06-05 01:43:00
300000204,100000204,CUST300000204,杭州启元电子科技有限公司,STANDARD,LOW,NET30,DIRECT,深圳,ACTIVE,2024-09-15 22:59:00,2024-09-15 22:59:00,2024-09-15 22:59:00
300000205,100000205,CUST300000205,杭州远辰制造有限公司,STANDARD,LOW,NET60,ONLINE,苏州,ACTIVE,2025-06-25 06:32:00,2025-06-25 06:32:00,2025-06-25 06:32:00
300000206,100000206,CUST300000206,深圳安拓医疗制造有限公司,STANDARD,LOW,PREPAID,PARTNER,杭州,ACTIVE,2023-12-17 19:38:00,2023-12-17 19:38:00,2023-12-17 19:38:00
300000207,100000207,CUST300000207,杭州智联物流供应链有限公司,STANDARD,LOW,NET60,ONLINE,北京,ACTIVE,2025-01-22 03:45:00,2025-01-22 03:45:00,2025-01-22 03:45:00
300000208,100000208,CUST300000208,苏州华盛材料科技有限公司,STANDARD,LOW,NET30,DIRECT,杭州,ACTIVE,2025-06-15 15:52:00,2025-06-15 15:52:00,2025-06-15 15:52:00
300000209,100000209,CUST300000209,深圳恒越电子科技有限公司,STANDARD,LOW,NET90,PARTNER,北京,ACTIVE,2023-11-20 15:08:00,2023-11-20 15:08:00,2023-11-20 15:08:00
300000210,100000210,CUST300000210,杭州安拓物流制造有限公司,STANDARD,HIGH,NET30,DIRECT,杭州,ACTIVE,2024-10-13 20:44:00,2024-10-13 20:44:00,2024-10-13 20:44:00
300000211,100000211,CUST300000211,上海明川物流科技有限公司,STANDARD,LOW,NET30,ONLINE,深圳,ACTIVE,2025-10-23 12:11:00,2025-10-23 12:11:00,2025-10-23 12:11:00
300000212,100000212,CUST300000212,杭州安拓供应链制造有限公司,STANDARD,HIGH,NET60,ONLINE,苏州,ACTIVE,2025-03-09 12:14:00,2025-03-09 12:14:00,2025-03-09 12:14:00
300000213,100000213,CUST300000213,北京启元制造有限公司,STANDARD,LOW,PREPAID,ONLINE,北京,ACTIVE,2024-12-21 23:11:00,2024-12-21 23:11:00,2024-12-21 23:11:00
300000214,100000214,CUST300000214,杭州融信材料贸易有限公司,STANDARD,LOW,NET30,DIRECT,苏州,ACTIVE,2025-12-07 20:27:00,2025-12-07 20:27:00,2025-12-07 20:27:00
300000215,100000215,CUST300000215,上海华盛医疗有限公司,STANDARD,LOW,NET60,PARTNER,上海,ACTIVE,2024-05-28 08:01:00,2024-05-28 08:01:00,2024-05-28 08:01:00
300000216,100000216,CUST300000216,苏州明川供应链贸易有限公司,STANDARD,LOW,NET60,ONLINE,杭州,ACTIVE,2024-10-08 02:45:00,2024-10-08 02:45:00,2024-10-08 02:45:00
300000217,100000217,CUST300000217,杭州融信物流贸易有限公司,STANDARD,LOW,NET90,PARTNER,杭州,ACTIVE,2025-05-12 06:40:00,2025-05-12 06:40:00,2025-05-12 06:40:00
300000218,100000218,CUST300000218,北京安拓物流有限公司,STANDARD,MEDIUM,NET30,ONLINE,苏州,ACTIVE,2025-05-25 23:41:00,2025-05-25 23:41:00,2025-05-25 23:41:00
300000219,100000219,CUST300000219,北京恒越制造科技有限公司,STANDARD,LOW,NET60,PARTNER,上海,ACTIVE,2025-05-27 21:24:00,2025-05-27 21:24:00,2025-05-27 21:24:00
300000220,100000220,CUST300000220,马娜,STANDARD,HIGH,NET30,DIRECT,苏州,ACTIVE,2023-10-22 16:13:00,2023-10-22 16:13:00,2023-10-22 16:13:00
300000221,100000221,CUST300000221,北京安拓电子科技有限公司,STANDARD,LOW,NET30,ONLINE,北京,ACTIVE,2024-11-28 05:13:00,2024-11-28 05:13:00,2024-11-28 05:13:00
300000222,100000222,CUST300000222,上海嘉禾供应链科技有限公司,STANDARD,LOW,NET60,DIRECT,北京,ACTIVE,2025-01-31 10:37:00,2025-01-31 10:37:00,2025-01-31 10:37:00
300000223,100000223,CUST300000223,北京云启供应链科技有限公司,STANDARD,LOW,NET30,DIRECT,杭州,ACTIVE,2026-02-03 16:21:00,2026-02-03 16:21:00,2026-02-03 16:21:00
300000224,100000224,CUST300000224,上海启元材料贸易有限公司,STANDARD,MEDIUM,NET30,ONLINE,杭州,ACTIVE,2024-05-20 07:58:00,2024-05-20 07:58:00,2024-05-20 07:58:00
300000225,100000225,CUST300000225,苏州明川科技制造有限公司,STANDARD,MEDIUM,NET30,PARTNER,北京,ACTIVE,2025-12-19 13:29:00,2025-12-19 13:29:00,2025-12-19 13:29:00
300000226,100000226,CUST300000226,北京远辰科技制造有限公司,STANDARD,LOW,NET30,PARTNER,苏州,ACTIVE,2025-06-21 22:20:00,2025-06-21 22:20:00,2025-06-21 22:20:00
300000227,100000227,CUST300000227,杭州智联供应链贸易有限公司,STANDARD,LOW,NET30,ONLINE,苏州,ACTIVE,2025-11-16 17:19:00,2025-11-16 17:19:00,2025-11-16 17:19:00
300000228,100000228,CUST300000228,上海远辰贸易有限公司,STANDARD,LOW,NET30,ONLINE,深圳,ACTIVE,2024-03-16 23:12:00,2024-03-16 23:12:00,2024-03-16 23:12:00
300000229,100000229,CUST300000229,上海华盛供应链贸易有限公司,STANDARD,LOW,NET30,PARTNER,深圳,ACTIVE,2024-11-27 19:28:00,2024-11-27 19:28:00,2024-11-27 19:28:00
300000230,100000230,CUST300000230,北京嘉禾供应链科技有限公司,STANDARD,LOW,NET60,PARTNER,北京,ACTIVE,2023-10-25 09:04:00,2023-10-25 09:04:00,2023-10-25 09:04:00
300000231,100000231,CUST300000231,北京安拓科技科技有限公司,STANDARD,LOW,PREPAID,PARTNER,北京,ACTIVE,2024-10-18 03:57:00,2024-10-18 03:57:00,2024-10-18 03:57:00
300000232,100000232,CUST300000232,北京安拓电子贸易有限公司,STANDARD,LOW,NET30,PARTNER,上海,ACTIVE,2025-05-03 09:59:00,2025-05-03 09:59:00,2025-05-03 09:59:00
300000233,100000233,CUST300000233,北京融信制造供应链有限公司,STANDARD,LOW,NET30,PARTNER,深圳,ACTIVE,2023-10-29 19:50:00,2023-10-29 19:50:00,2023-10-29 19:50:00
300000234,100000234,CUST300000234,吴伟颖,STANDARD,LOW,NET60,DIRECT,深圳,ACTIVE,2024-08-05 02:30:00,2024-08-05 02:30:00,2024-08-05 02:30:00
300000235,100000235,CUST300000235,陈磊,STANDARD,LOW,NET60,ONLINE,深圳,ACTIVE,2026-02-08 20:34:00,2026-02-08 20:34:00,2026-02-08 20:34:00
300000236,100000236,CUST300000236,深圳明川医疗制造有限公司,STANDARD,LOW,NET60,ONLINE,北京,ACTIVE,2026-01-23 14:30:00,2026-01-23 14:30:00,2026-01-23 14:30:00
300000237,100000237,CUST300000237,北京华盛医疗供应链有限公司,STANDARD,LOW,NET90,ONLINE,苏州,ACTIVE,2024-07-09 05:29:00,2024-07-09 05:29:00,2024-07-09 05:29:00
300000238,100000238,CUST300000238,杭州华盛物流供应链有限公司,STANDARD,LOW,NET30,ONLINE,苏州,ACTIVE,2025-09-05 01:42:00,2025-09-05 01:42:00,2025-09-05 01:42:00
300000239,100000239,CUST300000239,深圳远辰供应链制造有限公司,STANDARD,MEDIUM,NET90,PARTNER,北京,ACTIVE,2024-11-22 19:20:00,2024-11-22 19:20:00,2024-11-22 19:20:00
300000240,100000240,CUST300000240,杭州华盛贸易制造有限公司,STANDARD,LOW,NET60,PARTNER,杭州,ACTIVE,2024-06-27 06:07:00,2024-06-27 06:07:00,2024-06-27 06:07:00
300000241,100000241,CUST300000241,苏州嘉禾医疗科技有限公司,STANDARD,LOW,PREPAID,ONLINE,深圳,ACTIVE,2026-03-05 08:03:00,2026-03-05 08:03:00,2026-03-05 08:03:00
300000242,100000242,CUST300000242,杭州嘉禾科技供应链有限公司,STANDARD,LOW,NET30,ONLINE,上海,ACTIVE,2024-04-26 04:05:00,2024-04-26 04:05:00,2024-04-26 04:05:00
300000243,100000243,CUST300000243,苏州融信贸易供应链有限公司,STANDARD,LOW,NET60,PARTNER,苏州,ACTIVE,2026-03-15 04:25:00,2026-03-15 04:25:00,2026-03-15 04:25:00
300000244,100000244,CUST300000244,苏州融信材料有限公司,STANDARD,LOW,NET30,DIRECT,北京,ACTIVE,2026-02-03 21:33:00,2026-02-03 21:33:00,2026-02-03 21:33:00
300000245,100000245,CUST300000245,苏州安拓材料科技有限公司,STANDARD,HIGH,NET30,DIRECT,杭州,ACTIVE,2025-02-22 18:16:00,2025-02-22 18:16:00,2025-02-22 18:16:00
300000246,100000246,CUST300000246,上海华盛制造贸易有限公司,STANDARD,LOW,NET60,PARTNER,深圳,ACTIVE,2024-10-01 09:35:00,2024-10-01 09:35:00,2024-10-01 09:35:00
300000247,100000247,CUST300000247,苏州融信供应链科技有限公司,STANDARD,LOW,NET30,PARTNER,深圳,ACTIVE,2024-07-28 09:40:00,2024-07-28 09:40:00,2024-07-28 09:40:00
300000248,100000248,CUST300000248,深圳明川供应链科技有限公司,STANDARD,MEDIUM,NET60,PARTNER,深圳,ACTIVE,2025-06-05 11:21:00,2025-06-05 11:21:00,2025-06-05 11:21:00
300000249,100000249,CUST300000249,上海云启物流科技有限公司,STANDARD,MEDIUM,NET30,ONLINE,深圳,ACTIVE,2024-09-03 12:53:00,2024-09-03 12:53:00,2024-09-03 12:53:00
300000250,100000250,CUST300000250,北京远辰供应链贸易有限公司,STANDARD,LOW,NET60,PARTNER,苏州,ACTIVE,2025-11-22 20:00:00,2025-11-22 20:00:00,2025-11-22 20:00:00
300000251,100000251,CUST300000251,上海智联制造供应链有限公司,STANDARD,LOW,NET60,PARTNER,上海,ACTIVE,2025-09-21 10:22:00,2025-09-21 10:22:00,2025-09-21 10:22:00
300000252,100000252,CUST300000252,苏州明川材料有限公司,STANDARD,LOW,NET60,PARTNER,上海,ACTIVE,2024-10-11 04:55:00,2024-10-11 04:55:00,2024-10-11 04:55:00
300000253,100000253,CUST300000253,北京恒越医疗制造有限公司,STANDARD,LOW,NET60,PARTNER,上海,ACTIVE,2024-08-30 15:57:00,2024-08-30 15:57:00,2024-08-30 15:57:00
300000254,100000254,CUST300000254,上海启元医疗制造有限公司,STANDARD,LOW,NET90,DIRECT,深圳,ACTIVE,2024-03-04 19:18:00,2024-03-04 19:18:00,2024-03-04 19:18:00
300000255,100000255,CUST300000255,上海远辰材料供应链有限公司,STANDARD,MEDIUM,NET30,PARTNER,杭州,ACTIVE,2025-10-10 17:24:00,2025-10-10 17:24:00,2025-10-10 17:24:00
300000256,100000256,CUST300000256,北京安拓医疗科技有限公司,STANDARD,LOW,PREPAID,ONLINE,北京,ACTIVE,2024-12-26 11:17:00,2024-12-26 11:17:00,2024-12-26 11:17:00
300000257,100000257,CUST300000257,苏州明川医疗贸易有限公司,STANDARD,LOW,NET90,DIRECT,杭州,ACTIVE,2024-05-06 01:49:00,2024-05-06 01:49:00,2024-05-06 01:49:00
300000258,100000258,CUST300000258,深圳云启电子有限公司,STANDARD,HIGH,NET60,PARTNER,杭州,ACTIVE,2026-01-01 04:52:00,2026-01-01 04:52:00,2026-01-01 04:52:00
300000259,100000259,CUST300000259,苏州启元制造有限公司,STANDARD,LOW,NET60,DIRECT,深圳,ACTIVE,2025-07-09 15:49:00,2025-07-09 15:49:00,2025-07-09 15:49:00
300000260,100000260,CUST300000260,苏州明川科技有限公司,STANDARD,LOW,NET30,PARTNER,苏州,ACTIVE,2025-10-29 03:20:00,2025-10-29 03:20:00,2025-10-29 03:20:00
300000261,100000261,CUST300000261,深圳融信供应链有限公司,STANDARD,LOW,NET60,PARTNER,北京,ACTIVE,2025-05-24 11:57:00,2025-05-24 11:57:00,2025-05-24 11:57:00
300000262,100000262,CUST300000262,杭州启元物流有限公司,STANDARD,LOW,NET60,ONLINE,苏州,ACTIVE,2025-01-06 00:48:00,2025-01-06 00:48:00,2025-01-06 00:48:00
300000263,100000263,CUST300000263,北京云启科技制造有限公司,STANDARD,LOW,PREPAID,DIRECT,深圳,ACTIVE,2024-05-30 02:27:00,2024-05-30 02:27:00,2024-05-30 02:27:00
300000264,100000264,CUST300000264,杭州云启制造有限公司,STANDARD,HIGH,NET90,PARTNER,深圳,ACTIVE,2026-01-24 20:53:00,2026-01-24 20:53:00,2026-01-24 20:53:00
300000265,100000265,CUST300000265,苏州嘉禾科技贸易有限公司,STANDARD,LOW,NET30,ONLINE,深圳,ACTIVE,2025-01-29 18:16:00,2025-01-29 18:16:00,2025-01-29 18:16:00
300000266,100000266,CUST300000266,深圳远辰电子贸易有限公司,STANDARD,MEDIUM,NET30,DIRECT,北京,ACTIVE,2025-08-31 19:20:00,2025-08-31 19:20:00,2025-08-31 19:20:00
300000267,100000267,CUST300000267,苏州恒越物流有限公司,STANDARD,LOW,NET30,DIRECT,杭州,ACTIVE,2023-10-29 06:28:00,2023-10-29 06:28:00,2023-10-29 06:28:00
300000268,100000268,CUST300000268,苏州启元供应链供应链有限公司,STANDARD,LOW,NET60,DIRECT,上海,ACTIVE,2026-02-05 06:49:00,2026-02-05 06:49:00,2026-02-05 06:49:00
300000269,100000269,CUST300000269,深圳恒越供应链有限公司,STANDARD,LOW,NET30,ONLINE,北京,ACTIVE,2026-01-14 08:23:00,2026-01-14 08:23:00,2026-01-14 08:23:00
300000270,100000270,CUST300000270,杭州恒越制造有限公司,STANDARD,LOW,PREPAID,ONLINE,深圳,ACTIVE,2024-12-09 09:34:00,2024-12-09 09:34:00,2024-12-09 09:34:00
300000271,100000271,CUST300000271,深圳智联材料科技有限公司,STANDARD,LOW,PREPAID,DIRECT,北京,ACTIVE,2024-03-07 16:45:00,2024-03-07 16:45:00,2024-03-07 16:45:00
300000272,100000272,CUST300000272,马颖,STANDARD,LOW,NET30,DIRECT,深圳,ACTIVE,2024-09-05 23:16:00,2024-09-05 23:16:00,2024-09-05 23:16:00
300000273,100000273,CUST300000273,深圳安拓材料科技有限公司,STANDARD,MEDIUM,PREPAID,PARTNER,北京,ACTIVE,2024-04-09 04:00:00,2024-04-09 04:00:00,2024-04-09 04:00:00
300000274,100000274,CUST300000274,杭州明川贸易有限公司,STANDARD,LOW,NET60,DIRECT,苏州,ACTIVE,2024-12-09 04:58:00,2024-12-09 04:58:00,2024-12-09 04:58:00
300000275,100000275,CUST300000275,杭州嘉禾贸易制造有限公司,STANDARD,MEDIUM,NET60,ONLINE,上海,ACTIVE,2026-01-25 12:38:00,2026-01-25 12:38:00,2026-01-25 12:38:00
300000276,100000276,CUST300000276,北京明川电子供应链有限公司,STANDARD,MEDIUM,NET30,ONLINE,苏州,ACTIVE,2025-12-06 01:51:00,2025-12-06 01:51:00,2025-12-06 01:51:00
300000277,100000277,CUST300000277,深圳云启供应链贸易有限公司,STANDARD,LOW,NET30,DIRECT,北京,ACTIVE,2024-01-15 13:29:00,2024-01-15 13:29:00,2024-01-15 13:29:00
300000278,100000278,CUST300000278,深圳远辰贸易制造有限公司,STANDARD,LOW,NET30,DIRECT,杭州,ACTIVE,2025-06-11 18:49:00,2025-06-11 18:49:00,2025-06-11 18:49:00
